DATE,y1,log_sp500,log_rgdp,log_pgdp,unemp,EBP,shock_Hybrid_meeting_sum,shock_AD_meeting_sum,shock_Wu_meeting_sum,shock_Kr_meeting_sum
2014-03-01,0.13,7.520630131341104,9.720251097595197,4.4639820551150775,6.7,-0.2684567023611681,0.0,0.0,-0.1305065896990367,0.0395829360057339
2014-04-01,0.11,7.541958934515286,9.724592183314702,4.465982611647443,6.2,-0.3505652832377832,0.0,0.0,-0.1114940457189872,0.4109581293117099
2014-05-01,0.1,7.540982617997176,9.728941616321062,4.467451703004702,6.3,-0.3660477475497439,0.0,0.0,0.0,0.0
2014-06-01,0.1,7.562665647119692,9.733272213654878,4.4689186393008535,6.1,-0.3026465011648345,0.0,0.0,0.0337908090871497,-0.139307729559441
2014-07-01,0.11,7.587472655065308,9.737584137752632,4.470383426845271,6.2,-0.3160598097347216,0.0,0.0,-0.0215283781731001,0.0308068095021315
2014-08-01,0.11,7.5627591782306,9.739402163529988,4.470841090462847,6.1,-0.3095522140387856,0.0,0.0,0.0,0.0
2014-09-01,0.11,7.602041824718997,9.741216890086777,4.47129854472291,5.9,-0.213385489464214,0.0,0.0,-0.0236226847718778,0.1396292864858372
2014-10-01,0.1,7.573613496774712,9.743028329375683,4.471755789811595,5.7,-0.2117766135484233,0.0,0.0,-0.0536823010117339,0.0920907126515658
2014-11-01,0.13,7.609768073094176,9.746624929259779,4.471586580705231,5.8,0.063491428874395,0.0,0.0,0.0,0.0
2014-12-01,0.21,7.627271685829877,9.750208639956556,4.4714173429543145,5.6,0.0847235090824196,0.0,0.0,0.1209684143382049,-0.0676347635346987
2015-01-01,0.2,7.6295870695947805,9.753779553518557,4.471248076570443,5.7,-0.0384390999098602,0.0,0.0,0.0447529567846898,0.1555141209147724
2015-02-01,0.22,7.611273482090109,9.755733076353895,4.473287410973102,5.5,-0.2898678921951374,0.0,0.0,0.0,0.0
2015-03-01,0.25,7.6579394265910015,9.757682790377158,4.4753225949562685,5.4,-0.129225006112768,0.0,0.0,0.0551145193365985,-0.0154458137594429
2015-04-01,0.23,7.630310736377576,9.759628710411642,4.47735364537871,5.4,0.006831545020959,0.0,0.0,0.0563079384890033,-0.0927071248498979
2015-05-01,0.24,7.6536324898551085,9.761029531653163,4.478284042274952,5.6,0.0525168059086138,0.0,0.0,0.0,0.0
2015-06-01,0.28,7.655262786273808,9.762428393339201,4.479213574337385,5.3,0.1492060079132482,0.0,0.0,-8.323895118308999e-05,-0.0588326630203195
2015-07-01,0.3,7.638881980619684,9.763825300944392,4.480142243172959,5.2,0.2117326617737758,0.0,0.0,0.1239399977583186,0.0416005036634799
2015-08-01,0.38,7.648758873140201,9.76448028933249,4.480225390345203,5.1,0.4000246417163504,0.0,0.0,0.0,0.0
2015-09-01,0.37,7.556872186495694,9.765134848991597,4.480308530599294,5.0,0.5391128791567903,0.0,0.0,0.1203101978071524,0.0340023701077936
